Table with row headers in column A and column headers in rows 4 through 6,,,,,
"Table A-1. Years of School Completed by People 25 Years and Over, by Age and Sex: Selected Years 1940 to 2022",,,,,
(Numbers in thousands. Civilian noninstitutionalized population.),,,,,
Year,,Total,,,
,Sep-17,"216,921",3%,29%,34%
,Oct-17,"216,921",3%,29%,34%
,Nov-17,"216,921",3%,29%,34%
,Dec-17,"216,921",3%,29%,34%
2016,Jan-16,"215,015",3%,29%,33%
,Feb-16,"215,015",3%,29%,33%
,Mar-16,"215,015",3%,29%,33%
,Apr-16,"215,015",3%,29%,33%
,May-16,"215,015",3%,29%,33%
,Jun-16,"215,015",3%,29%,33%
,Jul-16,"215,015",3%,29%,33%
,Aug-16,"215,015",3%,29%,33%
,Sep-16,"215,015",3%,29%,33%
,Oct-16,"215,015",3%,29%,33%
,Nov-16,"215,015",3%,29%,33%
,Dec-16,"215,015",3%,29%,33%
2015,Jan-15,"212,132",3%,29%,33%
,Feb-15,"212,132",3%,29%,33%
,Mar-15,"212,132",3%,29%,33%
,Apr-15,"212,132",3%,29%,33%
,May-15,"212,132",3%,29%,33%
,Jun-15,"212,132",3%,29%,33%
,Jul-15,"212,132",3%,29%,33%
,Aug-15,"212,132",3%,29%,33%
,Sep-15,"212,132",3%,29%,33%
,Oct-15,"212,132",3%,29%,33%
,Nov-15,"212,132",3%,29%,33%
,Dec-15,"212,132",3%,29%,33%
2014,Jan-14,"209,287",4%,30%,32%
,Feb-14,"209,287",4%,30%,32%
,Mar-14,"209,287",4%,30%,32%
,Apr-14,"209,287",4%,30%,32%
,May-14,"209,287",4%,30%,32%
,Jun-14,"209,287",4%,30%,32%
,Jul-14,"209,287",4%,30%,32%
,Aug-14,"209,287",4%,30%,32%
,Sep-14,"209,287",4%,30%,32%
,Oct-14,"209,287",4%,30%,32%
,Nov-14,"209,287",4%,30%,32%
,Dec-14,"209,287",4%,30%,32%
2013,Jan-13,"206,899",4%,30%,32%
,Feb-13,"206,899",4%,30%,32%
,Mar-13,"206,899",4%,30%,32%
,Apr-13,"206,899",4%,30%,32%
,May-13,"206,899",4%,30%,32%
,Jun-13,"206,899",4%,30%,32%
,Jul-13,"206,899",4%,30%,32%
,Aug-13,"206,899",4%,30%,32%
,Sep-13,"206,899",4%,30%,32%
,Oct-13,"206,899",4%,30%,32%
,Nov-13,"206,899",4%,30%,32%
,Dec-13,"206,899",4%,30%,32%
2012,Jan-12,"204,579",4%,30%,31%
,Feb-12,"204,579",4%,30%,31%
,Mar-12,"204,579",4%,30%,31%
,Apr-12,"204,579",4%,30%,31%
,May-12,"204,579",4%,30%,31%
,Jun-12,"204,579",4%,30%,31%
,Jul-12,"204,579",4%,30%,31%
,Aug-12,"204,579",4%,30%,31%
,Sep-12,"204,579",4%,30%,31%
,Oct-12,"204,579",4%,30%,31%
,Nov-12,"204,579",4%,30%,31%
,Dec-12,"204,579",4%,30%,31%
2011,Jan-11,"201,543",4%,31%,30%
,Feb-11,"201,543",4%,31%,30%
,Mar-11,"201,543",4%,31%,30%
,Apr-11,"201,543",4%,31%,30%
,May-11,"201,543",4%,31%,30%
,Jun-11,"201,543",4%,31%,30%
,Jul-11,"201,543",4%,31%,30%
,Aug-11,"201,543",4%,31%,30%
,Sep-11,"201,543",4%,31%,30%
,Oct-11,"201,543",4%,31%,30%
,Nov-11,"201,543",4%,31%,30%
,Dec-11,"201,543",4%,31%,30%
2010,Jan-10,"199,928",4%,31%,30%
,Feb-10,"199,928",4%,31%,30%
,Mar-10,"199,928",4%,31%,30%
,Apr-10,"199,928",4%,31%,30%
,May-10,"199,928",4%,31%,30%
,Jun-10,"199,928",4%,31%,30%
,Jul-10,"199,928",4%,31%,30%
,Aug-10,"199,928",4%,31%,30%
,Sep-10,"199,928",4%,31%,30%
,Oct-10,"199,928",4%,31%,30%
,Nov-10,"199,928",4%,31%,30%
,Dec-10,"199,928",4%,31%,30%
2009,Jan-09,"198,285",4%,31%,30%
,Feb-09,"198,285",4%,31%,30%
,Mar-09,"198,285",4%,31%,30%
,Apr-09,"198,285",4%,31%,30%
,May-09,"198,285",4%,31%,30%
,Jun-09,"198,285",4%,31%,30%
,Jul-09,"198,285",4%,31%,30%
,Aug-09,"198,285",4%,31%,30%
,Sep-09,"198,285",4%,31%,30%
,Oct-09,"198,285",4%,31%,30%
,Nov-09,"198,285",4%,31%,30%
,Dec-09,"198,285",4%,31%,30%
2008,Jan-08,"196,305",4%,31%,29%
,Feb-08,"196,305",4%,31%,29%
,Mar-08,"196,305",4%,31%,29%
,Apr-08,"196,305",4%,31%,29%
,May-08,"196,305",4%,31%,29%
,Jun-08,"196,305",4%,31%,29%
,Jul-08,"196,305",4%,31%,29%
,Aug-08,"196,305",4%,31%,29%
,Sep-08,"196,305",4%,31%,29%
,Oct-08,"196,305",4%,31%,29%
,Nov-08,"196,305",4%,31%,29%
,Dec-08,"196,305",4%,31%,29%
2007,Jan-07,"194,318",4%,32%,29%
,Feb-07,"194,318",4%,32%,29%
,Mar-07,"194,318",4%,32%,29%
,Apr-07,"194,318",4%,32%,29%
,May-07,"194,318",4%,32%,29%
,Jun-07,"194,318",4%,32%,29%
,Jul-07,"194,318",4%,32%,29%
,Aug-07,"194,318",4%,32%,29%
,Sep-07,"194,318",4%,32%,29%
,Oct-07,"194,318",4%,32%,29%
,Nov-07,"194,318",4%,32%,29%
,Dec-07,"194,318",4%,32%,29%
2006,Jan-06,"191,884",5%,32%,28%
,Feb-06,"191,884",5%,32%,28%
,Mar-06,"191,884",5%,32%,28%
,Apr-06,"191,884",5%,32%,28%
,May-06,"191,884",5%,32%,28%
,Jun-06,"191,884",5%,32%,28%
,Jul-06,"191,884",5%,32%,28%
,Aug-06,"191,884",5%,32%,28%
,Sep-06,"191,884",5%,32%,28%
,Oct-06,"191,884",5%,32%,28%
,Nov-06,"191,884",5%,32%,28%
,Dec-06,"191,884",5%,32%,28%
2005,Jan-05,"189,367",5%,32%,28%
,Feb-05,"189,367",5%,32%,28%
,Mar-05,"189,367",5%,32%,28%
,Apr-05,"189,367",5%,32%,28%
,May-05,"189,367",5%,32%,28%
,Jun-05,"189,367",5%,32%,28%
,Jul-05,"189,367",5%,32%,28%
,Aug-05,"189,367",5%,32%,28%
,Sep-05,"189,367",5%,32%,28%
,Oct-05,"189,367",5%,32%,28%
,Nov-05,"189,367",5%,32%,28%
,Dec-05,"189,367",5%,32%,28%
2004,Jan-04,"186,876",5%,32%,28%
,Feb-04,"186,876",5%,32%,28%
,Mar-04,"186,876",5%,32%,28%
,Apr-04,"186,876",5%,32%,28%
,May-04,"186,876",5%,32%,28%
,Jun-04,"186,876",5%,32%,28%
,Jul-04,"186,876",5%,32%,28%
,Aug-04,"186,876",5%,32%,28%
,Sep-04,"186,876",5%,32%,28%
,Oct-04,"186,876",5%,32%,28%
,Nov-04,"186,876",5%,32%,28%
,Dec-04,"186,876",5%,32%,28%
2003,Jan-03,"185,183",5%,32%,27%
,Feb-03,"185,183",5%,32%,27%
,Mar-03,"185,183",5%,32%,27%
,Apr-03,"185,183",5%,32%,27%
,May-03,"185,183",5%,32%,27%
,Jun-03,"185,183",5%,32%,27%
,Jul-03,"185,183",5%,32%,27%
,Aug-03,"185,183",5%,32%,27%
,Sep-03,"185,183",5%,32%,27%
,Oct-03,"185,183",5%,32%,27%
,Nov-03,"185,183",5%,32%,27%
,Dec-03,"185,183",5%,32%,27%
2002,Jan-02,"182,142",5%,32%,27%
,Feb-02,"182,142",5%,32%,27%
,Mar-02,"182,142",5%,32%,27%
,Apr-02,"182,142",5%,32%,27%
,May-02,"182,142",5%,32%,27%
,Jun-02,"182,142",5%,32%,27%
,Jul-02,"182,142",5%,32%,27%
,Aug-02,"182,142",5%,32%,27%
,Sep-02,"182,142",5%,32%,27%
,Oct-02,"182,142",5%,32%,27%
,Nov-02,"182,142",5%,32%,27%
,Dec-02,"182,142",5%,32%,27%
2001,Jan-02,"180,389",5%,32%,26%
,Feb-02,"180,389",5%,32%,26%
,Mar-02,"180,389",5%,32%,26%
,Apr-02,"180,389",5%,32%,26%
,May-02,"180,389",5%,32%,26%
,Jun-02,"180,389",5%,32%,26%
,Jul-02,"180,389",5%,32%,26%
,Aug-02,"180,389",5%,32%,26%
,Sep-02,"180,389",5%,32%,26%
,Oct-02,"180,389",5%,32%,26%
,Nov-02,"180,389",5%,32%,26%
,Dec-02,"180,389",5%,32%,26%
2000,Jan-00,"175,230",5%,33%,26%
,Feb-00,"175,230",5%,33%,26%
,Mar-00,"175,230",5%,33%,26%
,Apr-00,"175,230",5%,33%,26%
,May-00,"175,230",5%,33%,26%
,Jun-00,"175,230",5%,33%,26%
,Jul-00,"175,230",5%,33%,26%
,Aug-00,"175,230",5%,33%,26%
,Sep-00,"175,230",5%,33%,26%
,Oct-00,"175,230",5%,33%,26%
,Nov-00,"175,230",5%,33%,26%
,Dec-00,"175,230",5%,33%,26%
1999,Jan-99,"173,754",6%,33%,25%
,Feb-99,"173,754",6%,33%,25%
,Mar-99,"173,754",6%,33%,25%
,Apr-99,"173,754",6%,33%,25%
,May-99,"173,754",6%,33%,25%
,Jun-99,"173,754",6%,33%,25%
,Jul-99,"173,754",6%,33%,25%
,Aug-99,"173,754",6%,33%,25%
,Sep-99,"173,754",6%,33%,25%
,Oct-99,"173,754",6%,33%,25%
,Nov-99,"173,754",6%,33%,25%
,Dec-99,"173,754",6%,33%,25%
1998,Jan-98,"172,211",6%,34%,24%
,Feb-98,"172,211",6%,34%,24%
,Mar-98,"172,211",6%,34%,24%
,Apr-98,"172,211",6%,34%,24%
,May-98,"172,211",6%,34%,24%
,Jun-98,"172,211",6%,34%,24%
,Jul-98,"172,211",6%,34%,24%
,Aug-98,"172,211",6%,34%,24%
,Sep-98,"172,211",6%,34%,24%
,Oct-98,"172,211",6%,34%,24%
,Nov-98,"172,211",6%,34%,24%
,Dec-98,"172,211",6%,34%,24%
1997,Jan-97,"170,581",6%,34%,24%
,Feb-97,"170,581",6%,34%,24%
,Mar-97,"170,581",6%,34%,24%
,Apr-97,"170,581",6%,34%,24%
,May-97,"170,581",6%,34%,24%
,Jun-97,"170,581",6%,34%,24%
,Jul-97,"170,581",6%,34%,24%
,Aug-97,"170,581",6%,34%,24%
,Sep-97,"170,581",6%,34%,24%
,Oct-97,"170,581",6%,34%,24%
,Nov-97,"170,581",6%,34%,24%
,Dec-97,"170,581",6%,34%,24%
1996,Jan-96,"168,323",6%,34%,24%
,Feb-96,"168,323",6%,34%,24%
,Mar-96,"168,323",6%,34%,24%
,Apr-96,"168,323",6%,34%,24%
,May-96,"168,323",6%,34%,24%
,Jun-96,"168,323",6%,34%,24%
,Jul-96,"168,323",6%,34%,24%
,Aug-96,"168,323",6%,34%,24%
,Sep-96,"168,323",6%,34%,24%
,Oct-96,"168,323",6%,34%,24%
,Nov-96,"168,323",6%,34%,24%
,Dec-96,"168,323",6%,34%,24%
1995,Jan-95,"166,438",7%,34%,23%
,Feb-95,"166,438",7%,34%,23%
,Mar-95,"166,438",7%,34%,23%
,Apr-95,"166,438",7%,34%,23%
,May-95,"166,438",7%,34%,23%
,Jun-95,"166,438",7%,34%,23%
,Jul-95,"166,438",7%,34%,23%
,Aug-95,"166,438",7%,34%,23%
,Sep-95,"166,438",7%,34%,23%
,Oct-95,"166,438",7%,34%,23%
,Nov-95,"166,438",7%,34%,23%
,Dec-95,"166,438",7%,34%,23%
1994,Jan-94,"164,512",7%,34%,22%
,Feb-94,"164,512",7%,34%,22%
,Mar-94,"164,512",7%,34%,22%
,Apr-94,"164,512",7%,34%,22%
,May-94,"164,512",7%,34%,22%
,Jun-94,"164,512",7%,34%,22%
,Jul-94,"164,512",7%,34%,22%
,Aug-94,"164,512",7%,34%,22%
,Sep-94,"164,512",7%,34%,22%
,Oct-94,"164,512",7%,34%,22%
,Nov-94,"164,512",7%,34%,22%
,Dec-94,"164,512",7%,34%,22%
1993,Jan-93,"162,826",7%,35%,22%
,Feb-93,"162,826",7%,35%,22%
,Mar-93,"162,826",7%,35%,22%
,Apr-93,"162,826",7%,35%,22%
,May-93,"162,826",7%,35%,22%
,Jun-93,"162,826",7%,35%,22%
,Jul-93,"162,826",7%,35%,22%
,Aug-93,"162,826",7%,35%,22%
,Sep-93,"162,826",7%,35%,22%
,Oct-93,"162,826",7%,35%,22%
,Nov-93,"162,826",7%,35%,22%
,Dec-93,"162,826",7%,35%,22%
1992,Jan-92,"160,827",7%,36%,21%
,Feb-92,"160,827",7%,36%,21%
,Mar-92,"160,827",7%,36%,21%
,Apr-92,"160,827",7%,36%,21%
,May-92,"160,827",7%,36%,21%
,Jun-92,"160,827",7%,36%,21%
,Jul-92,"160,827",7%,36%,21%
,Aug-92,"160,827",7%,36%,21%
,Sep-92,"160,827",7%,36%,21%
,Oct-92,"160,827",7%,36%,21%
,Nov-92,"160,827",7%,36%,21%
,Dec-92,"160,827",7%,36%,21%
1991,Jan-91,"158,694",8%,39%,21%
,Feb-91,"158,694",8%,39%,21%
,Mar-91,"158,694",8%,39%,21%
,Apr-91,"158,694",8%,39%,21%
,May-91,"158,694",8%,39%,21%
,Jun-91,"158,694",8%,39%,21%
,Jul-91,"158,694",8%,39%,21%
,Aug-91,"158,694",8%,39%,21%
,Sep-91,"158,694",8%,39%,21%
,Oct-91,"158,694",8%,39%,21%
,Nov-91,"158,694",8%,39%,21%
,Dec-91,"158,694",8%,39%,21%
1990,Jan-90,"156,538",9%,38%,21%
,Feb-90,"156,538",9%,38%,21%
,Mar-90,"156,538",9%,38%,21%
,Apr-90,"156,538",9%,38%,21%
,May-90,"156,538",9%,38%,21%
,Jun-90,"156,538",9%,38%,21%
,Jul-90,"156,538",9%,38%,21%
,Aug-90,"156,538",9%,38%,21%
,Sep-90,"156,538",9%,38%,21%
,Oct-90,"156,538",9%,38%,21%
,Nov-90,"156,538",9%,38%,21%
,Dec-90,"156,538",9%,38%,21%
1989,Jan-89,"154,155",9%,38%,21%
,Feb-89,"154,155",9%,38%,21%
,Mar-89,"154,155",9%,38%,21%
,Apr-89,"154,155",9%,38%,21%
,May-89,"154,155",9%,38%,21%
,Jun-89,"154,155",9%,38%,21%
,Jul-89,"154,155",9%,38%,21%
,Aug-89,"154,155",9%,38%,21%
,Sep-89,"154,155",9%,38%,21%
,Oct-89,"154,155",9%,38%,21%
,Nov-89,"154,155",9%,38%,21%
,Dec-89,"154,155",9%,38%,21%
1988,,"151,635",10%,39%,20%
1987,,"149,144",10%,39%,20%
1986,,"146,606",11%,38%,19%
1985,,"143,524",11%,38%,19%
1984,,"140,794",12%,38%,19%
1983,,"138,020",12%,38%,19%
1982,,"135,526",13%,38%,18%
1981,,"132,899",13%,38%,17%
1980,,"130,409",14%,37%,17%
1979,,"125,295",15%,37%,16%
1978,,"123,019",16%,36%,16%
1977,,"120,870",16%,36%,15%
1976,,"118,848",17%,36%,15%
1975,,"116,897",18%,36%,14%
1974,,"115,005",18%,36%,13%
1973,,"112,866",19%,36%,13%
1972,,"111,133",20%,35%,12%
1971,,"110,627",22%,34%,11%
1970,,"109,310",22%,34%,11%
1969,,"107,750",23%,34%,11%
1968,,"106,469",24%,33%,10%
1967,,"104,864",25%,32%,10%
1966,,"103,876",25%,31%,10%
1965,,"103,245",26%,31%,9%
1964,,"102,421",27%,30%,9%
1962,,"100,664",28%,28%,9%
1960,,"99,465",31%,25%,8%
1959,,"97,478",29%,27%,8%
1957,,"95,630",31%,26%,7%
1952,,"88,358",34%,24%,7%
1950,,"87,484",36%,20%,6%
1947,,"82,578",39%,20%,5%
1940,,"74,776",46%,14%,5%
"25 Years and Over, Male",,,,,
2022,,"109,979",3%,30%,36%
2021,,"108,327",3%,29%,37%
2020,,"107,517",3%,29%,37%
2019,,"106,695",3%,29%,35%
2018,,"105,862",3%,30%,35%
2017,,"104,324",3%,30%,34%
2016,,"103,372",3%,30%,33%
2015,,"101,887",4%,30%,32%
2014,,"100,592",4%,31%,32%
2013,,"99,305",4%,30%,32%
2012,,"98,119",4%,31%,31%
2011,,"97,220",4%,31%,31%
2010,,"96,325",4%,32%,30%
2009,,"95,518",4%,31%,30%
2008,,"94,470",4%,31%,30%
2007,,"93,421",5%,32%,30%
2006,,"92,233",5%,32%,29%
2005,,"90,899",5%,32%,29%
2004,,"89,558",5%,31%,29%
2003,,"88,597",5%,31%,29%
2002,,"86,996",5%,31%,29%
2001,,"86,096",5%,31%,28%
2000,,"83,611",5%,32%,28%
1999,,"82,917",6%,32%,27%
1998,,"82,376",6%,32%,27%
1997,,"81,620",6%,32%,26%
1996,,"80,339",6%,32%,26%
1995,,"79,463",7%,32%,26%
1994,,"78,539",7%,32%,25%
1993,,"77,644",7%,33%,25%
1992,,"76,579",7%,34%,24%
1991,,"75,487",8%,36%,24%
1990,,"74,421",9%,36%,24%
1989,,"73,225",9%,35%,24%
1988,,"71,911",10%,36%,24%
1987,,"70,677",10%,35%,24%
1986,,"69,503",11%,35%,23%
1985,,"67,756",11%,35%,23%
1984,,"66,350",12%,35%,23%
1983,,"65,004",12%,34%,23%
1982,,"63,764",13%,34%,22%
1981,,"62,509",13%,34%,21%
1980,,"61,389",14%,33%,21%
1979,,"58,986",15%,33%,20%
1978,,"57,922",16%,32%,20%
1977,,"56,917",16%,32%,19%
1976,,"55,902",17%,32%,19%
1975,,"55,036",18%,32%,18%
1974,,"54,167",19%,32%,17%
1973,,"53,067",20%,32%,16%
1972,,"52,351",21%,31%,15%
1971,,"52,357",22%,31%,15%
1970,,"51,784",23%,30%,14%
1969,,"51,031",24%,30%,14%
1968,,"50,510",25%,29%,13%
1967,,"49,756",26%,28%,13%
1966,,"49,410",26%,28%,13%
1965,,"49,242",27%,27%,12%
1964,,"48,975",27%,26%,12%
1962,,"48,283",29%,25%,11%
1960,,"47,997",32%,21%,10%
1959,,"47,041",30%,23%,10%
1957,,"46,208",32%,22%,9%
1952,,"42,368",35%,21%,8%
1950,,"42,627",37%,18%,7%
1947,,"40,483",40%,18%,6%
1940,,"37,463",47%,12%,5%
"25 Years and Over, Female",,,,,
2022,,"116,296",2%,27%,39%
2021,,"116,253",3%,26%,39%
2020,,"115,540",3%,26%,38%
2019,,"114,783",3%,27%,37%
2018,,"113,969",3%,28%,35%
2017,,"112,597",3%,28%,35%
2016,,"111,643",3%,28%,34%
2015,,"110,245",3%,29%,33%
2014,,"108,695",3%,29%,32%
2013,,"107,594",3%,29%,31%
2012,,"106,460",4%,30%,31%
2011,,"104,323",4%,30%,30%
2010,,"103,603",4%,31%,30%
2009,,"102,767",4%,31%,29%
2008,,"101,835",4%,31%,29%
2007,,"100,897",4%,32%,28%
2006,,"99,651",4%,32%,27%
2005,,"98,467",5%,32%,27%
2004,,"97,319",5%,33%,26%
2003,,"96,586",5%,33%,26%
2002,,"95,146",5%,33%,25%
2001,,"94,293",5%,33%,24%
2000,,"91,620",5%,34%,24%
1999,,"90,837",6%,35%,23%
1998,,"89,835",6%,35%,22%
1997,,"88,961",6%,35%,22%
1996,,"87,984",6%,35%,21%
1995,,"86,975",6%,36%,20%
1994,,"85,973",7%,36%,20%
1993,,"85,181",7%,37%,19%
1992,,"84,248",7%,38%,19%
1991,,"83,207",8%,41%,19%
1990,,"82,116",9%,41%,18%
1989,,"80,930",9%,41%,18%
1988,,"79,724",10%,42%,17%
1987,,"78,467",10%,42%,17%
1986,,"77,102",11%,42%,16%
1985,,"75,768",11%,41%,16%
1984,,"74,444",12%,42%,16%
1983,,"73,016",12%,41%,15%
1982,,"71,762",13%,41%,14%
1981,,"70,390",14%,41%,13%
1980,,"69,020",14%,40%,14%
1979,,"66,309",15%,40%,13%
1978,,"65,097",16%,40%,12%
1977,,"63,953",16%,40%,12%
1976,,"62,946",17%,40%,11%
1975,,"61,861",18%,40%,11%
1974,,"60,838",18%,39%,10%
1973,,"59,799",19%,39%,10%
1972,,"58,782",20%,39%,9%
1971,,"58,270",21%,38%,9%
1970,,"57,527",22%,37%,8%
1969,,"56,719",23%,37%,8%
1968,,"55,959",23%,36%,8%
1967,,"55,107",24%,35%,8%
1966,,"54,467",25%,34%,7%
1965,,"54,004",25%,34%,7%
1964,,"53,447",26%,33%,7%
1962,,"52,381",28%,32%,7%
1960,,"51,468",30%,28%,6%
1959,,"50,437",29%,30%,6%
1957,,"49,422",30%,30%,6%
1952,,"45,990",33%,27%,6%
1950,,"44,857",35%,23%,5%
1947,,"42,095",39%,23%,5%
1940,,"37,313",45%,16%,4%
"25 to 34 Years, Both Sexes",,,,,
2022,,"44,583",1%,27%,41%
2021,,"45,284",1%,26%,41%
2020,,"45,260",1%,26%,41%
2019,,"45,208",2%,26%,40%
2018,,"44,854",2%,26%,39%
2017,,"44,250",2%,26%,37%
2016,,"43,763",2%,26%,37%
2015,,"43,006",2%,25%,36%
2014,,"42,466",2%,26%,35%
2013,,"41,797",2%,26%,35%
2012,,"41,219",3%,27%,34%
2011,,"41,584",3%,27%,33%
2010,,"41,085",3%,27%,33%
2009,,"40,520",3%,28%,32%
2008,,"40,146",3%,28%,32%
2007,,"39,868",3%,29%,31%
2006,,"39,481",4%,29%,30%
2005,,"39,310",3%,29%,30%
2004,,"39,201",4%,29%,30%
2003,,"39,242",3%,29%,30%
2002,,"38,670",4%,28%,31%
2001,,"38,865",3%,29%,30%
2000,,"37,786",3%,31%,29%
1999,,"38,474",3%,31%,29%
1998,,"39,354",3%,32%,27%
1997,,"40,256",3%,32%,27%
1996,,"40,919",3%,32%,26%
1995,,"41,388",3%,34%,25%
1994,,"41,946",3%,35%,23%
1993,,"41,864",3%,36%,24%
1992,,"42,493",3%,38%,23%
1991,,"42,905",3%,41%,24%
1990,,"43,240",3%,41%,24%
1989,,"43,240",3%,41%,24%
1988,,"42,953",3%,42%,24%
1987,,"42,635",3%,41%,24%
1986,,"42,053",3%,41%,24%
1985,,"40,858",3%,41%,24%
1984,,"40,173",3%,41%,24%
1983,,"39,342",3%,40%,24%
1982,,"38,703",4%,41%,24%
1981,,"37,828",4%,41%,23%
1980,,"36,615",4%,40%,24%
1979,,"34,053",4%,39%,24%
1978,,"33,120",4%,39%,24%
1977,,"32,284",4%,40%,24%
1976,,"31,148",5%,41%,23%
1975,,"30,092",5%,42%,21%
1974,,"28,972",6%,43%,20%
1973,,"27,793",7%,44%,18%
1972,,"26,517",7%,44%,18%
1971,,"25,545",8%,44%,16%
1970,,"24,865",8%,44%,16%
1969,,"24,072",9%,44%,15%
1968,,"23,285",10%,44%,15%
1967,,"22,388",10%,43%,14%
1966,,"22,023",10%,43%,14%
1965,,"21,980",11%,43%,13%
1964,,"21,997",12%,43%,13%
1962,,"22,130",13%,40%,13%
1960,,"22,821",16%,36%,11%
1959,,"22,922",15%,39%,11%
1957,,"23,437",17%,38%,10%
1952,,"23,138",19%,37%,9%
1950,,"23,626",22%,32%,5%
1947,,"22,627",24%,34%,6%
1940,,"21,339",36%,22%,6%
"25 to 34 Years, Male",,,,,
2022,,"22,326",2%,31%,37%
2021,,"22,837",1%,30%,36%
2020,,"22,783",1%,30%,37%
2019,,"22,726",2%,29%,37%
2018,,"22,490",2%,29%,35%
2017,,"22,121",2%,29%,34%
2016,,"21,845",2%,29%,34%
2015,,"21,427",2%,29%,33%
2014,,"21,217",2%,30%,32%
2013,,"20,816",3%,29%,31%
2012,,"20,464",3%,30%,31%
2011,,"20,985",3%,31%,29%
2010,,"20,689",3%,31%,29%
2009,,"20,440",3%,32%,28%
2008,,"20,210",4%,31%,29%
2007,,"20,024",4%,32%,28%
2006,,"19,827",4%,31%,27%
2005,,"19,677",4%,32%,28%
2004,,"19,598",4%,31%,28%
2003,,"19,564",4%,31%,28%
2002,,"19,234",4%,30%,28%
2001,,"19,330",4%,32%,28%
2000,,"18,563",3%,32%,29%
1999,,"18,294",3%,33%,29%
1998,,"19,526",3%,34%,26%
1997,,"20,039",3%,32%,26%
1996,,"20,390",3%,33%,26%
1995,,"20,589",3%,35%,25%
1994,,"20,873",3%,35%,23%
1993,,"20,856",3%,36%,24%
1992,,"21,125",3%,38%,23%
1991,,"21,319",3%,41%,23%
1990,,"21,462",4%,40%,24%
1989,,"21,461",3%,40%,25%
1988,,"21,277",3%,40%,25%
1987,,"21,142",3%,40%,25%
1986,,"20,956",3%,40%,25%
1985,,"20,184",3%,39%,25%
1984,,"19,876",4%,39%,26%
1983,,"19,438",3%,38%,27%
1982,,"19,090",3%,39%,26%
1981,,"18,625",4%,38%,26%
1980,,"18,051",4%,35%,27%
1979,,"16,719",4%,35%,28%
1978,,"16,263",4%,35%,27%
1977,,"15,863",4%,36%,28%
1976,,"15,266",5%,37%,27%
